	Aruba	Africa Eastern and Southern	Afghanistan	Africa Western and Central	Angola	Albania	Andorra	Arab World	United Arab Emirates	Argentina	Armenia	American Samoa	Antigua and Barbuda	Australia	Austria	Azerbaijan	Burundi	Belgium	Benin	Burkina Faso	Bangladesh	Bulgaria	Bahrain	"Bahamas, The"	Bosnia and Herzegovina	Belarus	Belize	Bermuda	Bolivia	Brazil	Barbados	Brunei Darussalam	Bhutan	Botswana	Central African Republic	Canada	Central Europe and the Baltics	Switzerland	Channel Islands	Chile	China	Cote d'Ivoire	Cameroon	"Congo, Dem. Rep."	"Congo, Rep."	Colombia	Comoros	Cabo Verde	Costa Rica	Caribbean small states	Cuba	Curacao	Cayman Islands	Cyprus	Czechia	Germany	Djibouti	Dominica	Denmark	Dominican Republic	Algeria	East Asia & Pacific (excluding high income)	Early-demographic dividend	East Asia & Pacific	Europe & Central Asia (excluding high income)	Europe & Central Asia	Ecuador	"Egypt, Arab Rep."	Euro area	Eritrea	Spain	Estonia	Ethiopia	European Union	Fragile and conflict affected situations	Finland	Fiji	France	Faroe Islands	"Micronesia, Fed. Sts."	Gabon	United Kingdom	Georgia	Ghana	Gibraltar	Guinea	"Gambia, The"	Guinea-Bissau	Equatorial Guinea	Greece	Grenada	Greenland	Guatemala	Guam	Guyana	High income	"Hong Kong SAR, China"	Honduras	Heavily indebted poor countries (HIPC)	Croatia	Haiti	Hungary	IBRD only	IDA & IBRD total	IDA total	IDA blend	Indonesia	IDA only	Isle of Man	India	Not classified	Ireland	"Iran, Islamic Rep."	Iraq	Iceland	Israel	Italy	Jamaica	Jordan	Japan	Kazakhstan	Kenya	Kyrgyz Republic	Cambodia	Kiribati	St. Kitts and Nevis	Korea	Kuwait	Latin America & Caribbean (excluding high income)	Lao PDR	Lebanon	Liberia	Libya	St. Lucia	Latin America & Caribbean	Least developed countries: UN classification	Low income	Liechtenstein	Sri Lanka	Lower middle income	Low & middle income	Lesotho	Late-demographic dividend	Lithuania	Luxembourg	Latvia	"Macao SAR, China"	St. Martin (French part)	Morocco	Monaco	Moldova	Madagascar	Maldives	"Middle East, North Africa, Afghanistan & Pakistan"	Mexico	Marshall Islands	Middle income	North Macedonia	Mali	Malta	Myanmar	"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"	Montenegro	Mongolia	Northern Mariana Islands	Mozambique	Mauritania	Mauritius	Malawi	Malaysia	North America	Namibia	New Caledonia	Niger	Nigeria	Nicaragua	Netherlands	Norway	Nepal	Nauru	New Zealand	OECD members	Oman	Other small states	Pakistan	Panama	Peru	Philippines	Palau	Papua New Guinea	Poland	Pre-demographic dividend	Puerto Rico (US)	"Korea, Dem. People's Rep."	Portugal	Paraguay	West Bank and Gaza	Pacific island small states	Post-demographic dividend	French Polynesia	Qatar	Romania	Russian Federation	Rwanda	South Asia	Saudi Arabia	Sudan	Senegal	Singapore	Solomon Islands	Sierra Leone	El Salvador	San Marino	"Somalia, Fed. Rep."	Serbia	Sub-Saharan Africa (excluding high income)	South Sudan	Sub-Saharan Africa	Small states	Sao Tome and Principe	Suriname	Slovak Republic	Slovenia	Sweden	Eswatini	Sint Maarten (Dutch part)	Seychelles	Syrian Arab Republic	Turks and Caicos Islands	Chad	East Asia & Pacific (IDA & IBRD countries)	Europe & Central Asia (IDA & IBRD countries)	Togo	Thailand	Tajikistan	Turkmenistan	Latin America & the Caribbean (IDA & IBRD countries)	Timor-Leste	"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)"	Tonga	South Asia (IDA & IBRD)	Sub-Saharan Africa (IDA & IBRD countries)	Trinidad and Tobago	Tunisia	Turkiye	Tuvalu	Tanzania	Uganda	Ukraine	Upper middle income	Uruguay	United States	Uzbekistan	St. Vincent and the Grenadines	"Venezuela, RB"	British Virgin Islands	Virgin Islands (U.S.)	Viet Nam	Vanuatu	World	Samoa	Kosovo	"Yemen, Rep."	South Africa	Zambia	Zimbabwe
2014	106807	590968990	32792523	406992047	27160769	2773767	73737	400231008	8059440	43024071	3013800	53466	88765	23475686	8546356	9535079	10799785	11209057	11030004	18229461	157964929	7073572	1314562	382298	3564829	9448515	348923	63529	10848888	200085127	278348	416750	733139	2172044	4623182	35434066	103280478	8188649	162726	17864195	1371860000	24527395	22059893	78403242	4975880	46565429	711503	512326	4767119	4286546	11285775	155909	60160	1201801	10525347	80982500	1002717	70373	5643475	10315528	39205031	2040383789	3146800078	2284385542	237999321	903561071	16035124	97528654	342228563	3095173	46460733	1314545	101115610	442920819	871345375	5461512	917585	66312067	48428	108396	1978399	64620000	3719414	28041592	32813	11472924	2164528	1741122	1399828	10892413	114132	56295	15681725	165486	754229	1357496263	7229500	9063122	714769441	4201598	10373235	9833038	4630607878	6201607778	1570999900	555868551	258877399	1015131349	83892	1312277191		4657740	81502045	36550059	327386	8215700	60320707	2793749	8791710	127276000	17816285	46051440	5905848	15396772	115326	47089	50746659	3665876	545661592	6703172	6346990	4564293	6427252	174138	612849401	940284138	476470767	37248	20778000	2723061855	5865202078	2080089	2241122152	2937253	556319	1993782	621700	37450	34204780	36128	2857815	24764348	413617	680716578	119784261	49796	5388731311	1917557	18020267	433481	50681634	624564062	623744	2963113	52178	25788475	3848514	1261208	16621538	30696137	354755155	2312139	281224	19215909	185896915	6066492	16865008	5137232	27672370	10742	4516500	1323459714	4002439	11591200	214264647	3892101	30115826	103767130	17715	8523441	38011735	846420736	3585017	25451262	10401062	6069811	4173398	2414338	1093025476	276387	2151745	19908979	144237223	11364757	1519839246	28309273	38823318	14152102	5469724	616908	6876385	6162955	32655	13339491	7131787	896754068	11235073	997961037	18292084	196767	575373	5418649	2061980	9696110	1136299	36672	91359	20273659	35050	14188678	2014960984	451432428	7472450	70216367	8425552	6075283	597023419	1181903	620390664	106609	1519839246	997961037	1345343	11274288	77181884	10984	50351512	36395539	45972380	2665669456	3356334	319257560	30222994	107535	30254079	32962	107882	91679578	260240	7354068030	200037	1812788	30226309	55594838	15895315	14207359
2015	107906	607123269	33831764	418127845	28157798	2731293	72174	410190679	8505237	43477012	3004600	52878	89409	23815995	8642699	9649341	11047580	11274196	11360681	18777487	159383179	6984225	1370322	385346	3518541	9461076	356333	63464	11014705	201675532	278990	422212	740618	2203273	4629320	35704498	102973167	8282396	163454	18047625	1379860000	25246342	22763414	81035531	5097581	46969940	726682	512394	4818038	4314191	11275065	157980	61642	1219502	10546059	81686611	1020313	70410	5683483	10434829	40019529	2056050896	3190318707	2300844269	240083379	907527486	16266225	99597342	343180482	3105546	46422303	1315407	103867135	443793218	890869511	5479531	918578	66548272	48899	108716	2040989	65088000	3725276	28696068	33193	11767070	2224529	1786457	1453923	10820883	114676	56114	15971743	164905	758781	1366013614	7291300	9237305	735429414	4151725	10523242	9797755	4676773551	6280961830	1604188279	567234056	261799249	1036954223	83593	1328024498		4701957	82619362	37560535	330815	8380100	60229605	2802534	9544729	127141000	18084169	47088526	6040036	15623251	116815	47087	51014947	3834574	551075145	6801645	6472469	4659431	6531819	174905	618868462	962508256	488308267	37494	20970000	2765011526	5941222744	2104611	2256126712	2911109	569604	1977527	642900	37369	34607588	36757	2835978	25426702	428154	694232973	121072306	48800	5452914477	1912430	18593022	444220	51089056	635352686	624651	3026864	51514	26547572	3965959	1262879	17085587	31232798	357583083	2374300	283168	19939498	190671878	6149417	16939923	5188607	27823629	10954	4609400	1331675197	4184895	11722398	217290883	3960035	30457600	105312992	17770	8743246	37986412	870587800	3535167	25575350	10358076	6159103	4270092	2445989	1097890139	277866	2344557	19815616	144640716	11640022	1537370078	29816382	40024431	14593331	5535002	639415	7037655	6183676	32897	13806963	7095383	921290560	11107561	1025251114	18482578	200291	581627	5423801	2063531	9799186	1142813	37471	93419	19424618	36605	14647621	2030504270	453662073	7663195	70540795	8643840	6215770	603091701	1205131	631082594	106095	1537370078	1025251114	1349667	11402264	78218479	10963	52020962	37531446	45784896	2687902951	3368017	321815121	30749346	106960	30573972	34498	107712	92823254	266101	7441677465	201782	1788274	31159379	56723537	16399089	14399013
2016	108727	623369401	34700612	429454743	29183070	2689469	72181	419808341	8935095	43900313	2992300	52245	89969	24190907	8736668	9757812	11239451	11331422	11697842	19334856	160811932	6894139	1423726	388055	3473003	9469379	364705	63449	11180020	203218114	279598	427564	747866	2234776	4713663	36110803	102647939	8373338	163883	18267221	1387790000	25989405	23454161	83956415	5222536	47437512	741741	512554	4866998	4341333	11265612	159664	63100	1237112	10566332	82348669	1037653	69606	5728010	10551430	40850721	2071486140	3233033717	2317076058	242224182	911579016	16505139	101644589	344132977	3124698	46458139	1315790	106718162	444676652	910836458	5495303	919166	66724104	49464	109075	2100306	65607000	3727505	29356742	33658	12073030	2283769	1831893	1508186	10775971	115130	56186	16268760	164233	763548	1374284415	7336600	9412380	756895035	4106867	10671457	9759755	4721566970	6360153661	1638586691	578463670	264627418	1060123021	83466	1343944296		4762722	83812228	38469627	335439	8546000	60115223	2809915	10006367	127076000	18363600	48139687	6175338	15852803	118478	47075	51217803	4004096	556440282	6908802	6323060	4755608	6632126	175646	624737786	985414939	501149314	37716	21209000	2806590212	6017111688	2130422	2270841806	2877325	582014	1959537	652500	37175	35023457	37276	2803186	26099952	443308	707023525	122251351	47709	5515962374	1906313	19191289	454505	51495696	645837915	625353	3088856	50773	27337105	4086657	1263747	17557739	31789685	360527592	2439213	283423	20685753	195443700	6232666	17030314	5234519	27955462	11150	4714100	1340142055	4390877	11851918	220138869	4029086	30866494	106735719	17797	8961718	37970087	895239872	3480432	25698326	10325452	6249126	4367088	2477794	1102966925	279178	2477113	19702267	145015460	11919183	1555111864	30954198	41259892	15034521	5607283	662379	7205328	6200800	33101	14348740	7058322	946011305	10830102	1052824144	18671045	203689	587757	5430798	2065042	9923085	1149507	38249	94677	19193834	38315	15114655	2045816761	455913002	7858289	70859841	8865631	6360041	609017063	1228312	641470827	105524	1555111864	1052824144	1353895	11528674	79277962	10930	53824013	38799152	45616832	2709372162	3379283	324353340	31284568	106349	30765720	33878	107516	94000117	272087	7528879985	203499	1777568	32109010	57259551	16914423	14600294
2017	108735	640058741	35688935	440882906	30234839	2648285	73763	428315886	9223225	44288894	2979400	51586	90468	24592588	8797566	9854033	11506762	11375158	12039780	19894407	162186147	6803468	1501116	390485	3428682	9458989	373202	63578	11344587	204703445	280171	432772	754335	2266747	4793511	36545075	102337501	8451840	164319	18558868	1396215000	26733372	24128601	87083398	5351011	48131078	756669	512893	4913177	4366140	11247829	160175	64535	1254275	10594438	82657002	1054841	68496	5764980	10666843	41689299	2087238522	3274060446	2333475520	244308649	915065824	16759519	103696057	344810179	3150347	46571232	1317384	109666481	445321060	931222867	5508214	918759	66918020	50180	109481	2156900	65966000	3728004	30008354	34245	12385659	2342189	1877072	1562396	10754679	115438	56172	16567357	163490	768479	1380319892	7393200	9588137	779389964	4041407	10817754	9726756	4765773411	6440011821	1674238410	590024074	267346658	1084214336	83609	1359657400		4827445	85026754	39337353	343400	8713300	60002252	2815764	10234226	126972000	18651931	49197766	6306696	16073372	120275	47050	51361911	4154812	561957179	7018147	6160128	4848925	6738770	176342	630414986	1008993468	514890519	37962	21453000	2847931114	6093971714	2157110	2285870134	2842639	596336	1942248	648400	36837	35446392	37678	2755189	26788375	458287	718887744	123400057	46529	5579081195	1898657	19813011	467106	51894938	656767614	625982	3148917	49959	28166393	4210600	1264887	18039715	32355644	363217262	2506853	283546	21435446	200254579	6316231	17131296	5276968	28011258	11324	4813600	1348127258	4537396	11989367	223273967	4098707	31324637	108119693	17812	9178714	37974826	920568701	3410837	25817709	10300300	6338660	4454805	2509999	1107161559	280087	2545820	19588715	145293260	12202060	1572520427	30977355	42714306	15475002	5612253	685672	7379299	6213533	33825	14916629	7020858	971179323	10259154	1080941647	18865506	206970	593713	5439232	2066388	10057698	1158195	38996	95843	19224668	39913	15622759	2061449949	458010325	8057140	71160187	9085946	6507061	614776664	1251703	652312809	105356	1572520427	1080941647	1356633	11650498	80312698	10869	55652890	40177388	45436041	2731150081	3388438	326608609	31819178	105663	30565323	32699	107281	95176977	278507	7614523410	205415	1791019	33090921	57635162	17441320	14812482
2018	108908	657801085	36743039	452195915	31297155	2607733	75162	435998060	9346701	44654882	2969000	50908	90926	24963258	8840521	9939771	11859446	11427054	12383347	20438288	163523103	6710798	1503091	392717	3387000	9438785	380226	63831	11508368	206107261	280711	437810	759759	2299141	4878657	37072620	102074201	8514329	164949	18893191	1402760000	27464173	24806383	90047644	5483118	49024465	771590	513415	4957818	4407658	11227118	159336	65941	1270737	10629928	82905782	1071882	68174	5793636	10782053	42505035	2100698838	3314245247	2347576325	246400484	918689254	17049547	105682094	345864630	3192760	46782011	1321977	112664152	446329890	951851595	5515525	917180	67158348	50996	109909	2212318	66289000	3726549	30637585	34854	12704774	2399632	1922168	1616422	10732882	115691	56023	16845685	162679	791556	1385103279	7452600	9765210	802020674	3988775	10962362	9706964	4806981820	6518058354	1711076534	601951913	269951846	1109124621	83805	1374659064		4898022	86117998	40265624	352721	8882800	60148658	2820097	10462306	126811000	18932727	50207107	6444079	16274522	122084	47008	51585058	4323515	567711159	7128045	5984119	4944726	6849055	177017	635778081	1033110314	529522043	38246	21670000	2888561818	6169658713	2183603	2298394042	2819200	607950	1927174	658900	36012	35839760	38154	2707203	27494926	473099	730362334	124573711	45285	5640136670	1889051	20442030	483903	52272247	668447432	626438	3208189	49077	29018644	4337685	1265577	18528081	32910967	365666028	2577327	283541	22188069	204938755	6400080	17231624	5311916	28079689	11477	4900600	1356470975	4597877	12135267	226928892	4167860	31897584	109465287	17814	9394513	37974750	946317177	3290690	25931147	10283822	6427382	4569087	2542009	1111377470	279815	2580734	19473970	145398106	12487996	1589164714	30196281	44230596	15914498	5638676	709101	7554563	6219807	34522	15452487	6982604	997236086	10122977	1109997000	19084934	210187	599513	5446771	2073894	10175214	1168929	39712	96762	19577845	41559	16156531	2074796982	459946883	8258778	71376079	9307333	6655524	620274430	1275959	663878345	105567	1589164714	1109997000	1359193	11765514	81407204	10751	57437145	41565831	45208907	2751574852	3394534	328529577	32373490	104926	29807592	34657	107001	96237319	285259	7697233736	207582	1797086	34085182	58613001	17973569	15034452
2019	109203	675950189	37856121	463365429	32375632	2567801	76474	444281315	9445785	44973465	2962500	50209	91364	25334826	8879920	10024283	12255336	11488980	12726755	20961952	164913055	6616726	1483756	394675	3345533	9419758	385829	64107	11671386	207455459	281207	442680	764824	2332083	4944703	37618495	101864274	8575280	165639	19197744	1407745000	28193009	25506095	92947442	5616661	49907985	786578	514104	4999553	4443134	11202846	157441	67327	1286671	10671870	83092962	1088709	67880	5814422	10894043	43294546	2112289891	3355014793	2359762190	248576676	921932163	17340021	107553158	346496601	3240194	47118501	1326898	115737383	446910453	973035228	5521606	914899	67382061	51792	110282	2267706	66631000	3720161	31258945	35494	13034346	2456844	1967696	1670177	10721582	115981	56225	17103803	161808	807665	1389770301	7507900	9943633	824649053	3949390	11105163	9694824	4845075024	6594216452	1749141428	614017319	272489381	1135124109	83957	1389030312		4976456	87051648	41192171	360563	9054000	59729081	2823271	10671891	126633000	19209555	51202827	6590211	16481304	123921	46952	51764822	4442316	573311679	7237636	5794594	5043721	6951033	177661	640962372	1058013514	544980983	38563	21803000	2928617292	6243562839	2209405	2308878047	2811089	620001	1913822	672000	34267	36210898	38109	2664224	28219554	487731	742714463	125762982	44007	5698581856	1876262	21068405	503912	52640713	680490997	626753	3267673	48129	29884380	4467708	1265985	19025752	33440596	367908829	2650494	283606	22947757	209485641	6483657	17344874	5347896	28414064	11587	4970300	1364146219	4591241	12281907	230800899	4234700	32449303	110804683	17798	9609010	37965475	972302503	3302691	26037632	10286263	6515058	4685306	2568656	1114898817	279034	2638657	19371648	145453291	12776103	1605412986	30063799	45548175	16352922	5703569	728147	7731991	6222318	34663	16030971	6945235	1023480610	10423384	1139315618	19293697	213392	605768	5454147	2088385	10278887	1179874	40385	97625	20353534	43166	16685223	2086281644	461933206	8463068	71522271	9529966	6803944	625467307	1300945	675805691	105669	1605412986	1139315618	1363985	11875081	82579440	10581	59174891	42999637	44957458	2769964564	3397206	330226227	32964701	104167	28938098	36395	106669	97173776	291985	7778008621	209780	1788891	35111408	59587885	18513839	15271368
2020	108587	694446100	39068979	474569351	33451132	2528480	77380	453723239	9401038	45191965	2961500	49761	91846	25649248	8916864	10093121	12617036	11538604	13070169	21478690	166298024	6550696	1472204	395863	3299349	9379952	390812	64382	11816299	208660842	281698	447404	770006	2365894	5026628	38028638	101215763	8638167	166235	19370624	1411100000	28915449	26210558	95989998	5752791	50629997	802163	514679	5034320	4459302	11176354	155482	68684	1302247	10697858	83160871	1105188	67573	5831404	11008300	44042091	2121866294	3396051187	2369420882	250351240	923664467	17546065	109315124	346986142	3291271	47359424	1329522	118917671	446870959	994901090	5529543	914963	67601110	52565	110916	2322539	66744000	3722716	31887809	36173	13371183	2515733	2013255	1716468	10698599	116341	56367	17357325	162158	807481	1393472875	7481000	10119640	847743308	3914206	11243848	9670419	4878296727	6666470352	1788173625	626440308	274814866	1161733317	84064	1402617695		5039747	87723443	42116605	366463	9215100	59438851	2830739	10865228	126261000	19482117	52217334	6726596	16725474	126099	46870	51836239	4400267	578091505	7346533	5702398	5149463	7045399	178250	645498186	1083636132	560643073	38901	21919000	2968398856	6313913801	2235727	2316152451	2810369	630419	1900449	685400	31786	36584208	38050	2635130	28953556	502118	756405281	126799054	42706	5753270728	1856124	21713836	515490	53016522	692532027	626590	3327204	47528	30783688	4600131	1266014	19533888	33889558	369670740	2728762	284176	23717613	213996181	6565267	17441500	5379475	28966574	11643	5072400	1369310195	4522497	12417333	235001746	4293261	32838579	112081264	17792	9815746	37515748	998624261	3281590	26136312	10297081	6603739	4803269	2595522	1117007476	279209	2794148	19265250	145245148	13065837	1621073417	31552510	46789231	16789219	5685807	744498	7912558	6234673	34770	16651191	6899126	1049999318	10698467	1169015451	19472157	217435	612317	5458827	2102419	10353442	1192729	41008	98462	21049429	44386	17224679	2095759417	462842288	8669720	71641484	9749310	6949912	630051021	1326053	687728758	105704	1621073417	1169015451	1366725	11974057	83384680	10399	60972798	44457152	44680014	2784871872	3398968	331577720	33586372	103526	28444077	37135	106290	98079191	298858	7854748424	211944	1790151	36134863	60562381	19059395	15526888
2021	107700	713090928	40000412	485920997	34532429	2489762	78364	460646603	9575152	45312281	2962300	49225	92349	25685412	8955797	10137750	12965481	11586195	13413417	21995243	167658854	6507301	1504365	396373	3244907	9302585	395346	64648	11937360	209550294	282147	451721	775442	2401441	5112100	38239864	100205732	8704546	166741	19456334	1412360000	29639736	26915758	99148932	5892183	51188173	818174	516649	5059988	4479167	11122168	153948	70108	1317309	10505772	83196078	1121248	67202	5856733	11123476	44761099	2128553744	3432026092	2375117716	251867727	924381062	17682454	110957008	347207191	3350183	47443821	1330932	122138588	446227358	1016906998	5541017	916711	67842811	53296	111624	2376722	66984000	3708610	32518665	36858	13710513	2576010	2058841	1758786	10569207	116688	56653	17598650	163730	815482	1391814501	7413100	10289877	870930036	3878981	11374586	9630932	4905212516	6732651035	1827438519	639196319	276758053	1188242200	84106	1414203896		5110585	88455488	43071211	372520	9371400	59133173	2837682	11066356	125681593	19743603	53219166	6851224	16974305	128377	46763	51769539	4360865	581884231	7453194	5718122	5259323	7135175	178522	649236072	1109175268	576076618	39182	22156000	3006243027	6378323939	2261542	2320127638	2808380	640064	1884490	682500	29961	36954442	38527	2595809	29691083	516154	767578451	127648148	41367	5802247321	1837114	22388630	518150	53387102	704458802	625053	3383741	46979	31707800	4734874	1266334	20047258	34282399	370404272	2810548	285214	24502140	218529286	6644741	17533044	5408320	29475010	11709	5084600	1371785073	4500424	12541889	239477801	4345405	33155882	113100950	17783	10012896	36981559	1024960313	3262711	26232534	10361831	6684182	4922749	2625493	1116582773	279792	2504910	19122059	144746762	13355260	1634785356	30784383	48066924	17220867	5453566	762591	8094602	6255782	34252	17271431	6834326	1076774079	10865780	1199011925	19646549	221961	617896	5447247	2108079	10415811	1206593	41571	99258	21628839	45243	17828273	2102350702	463104389	8878379	71727332	9966908	7092043	633862610	1350139	699536053	105490	1634785356	1199011925	1367558	12048622	84147318	10194	62830412	45910930	44298640	2796004294	3396695	332099760	34243696	102841	28237826	37809	105870	98935098	305868	7920514854	213779	1786079	37140230	61502603	19603607	15797210
2022	107310	731821393	40578842	497387180	35635029	2451636	79705	471352066	10074977	45407904	2969200	48342	92840	26018721	9041851	10141756	13321097	11680210	13759501	22509038	169384897	6465097	1524693	397538	3204802	9228071	402733	64749	12077154	210306415	282318	455370	780914	2439892	5098039	38935934	100071871	8777088	167215	19553036	1412175000	30395002	27632771	102396968	6035104	51737944	834188	519741	5081765	4497310	11059820	153321	71591	1331370	10672118	83177813	1137096	66826	5903037	11230734	45477389	2133560408	3470644834	2379617118	250514347	924234471	17823897	112618250	348200155	3409447	47786102	1348840	125384287	447202673	1036390026	5556106	919422	68184457	53912	112114	2430747	67604000	3712502	33149152	37609	14055137	2636470	2105529	1803545	10436882	116913	56661	17847877	165180	821637	1398001706	7346100	10463872	893906294	3855641	11503606	9605074	4928196300	6794724390	1866528090	651895919	278830529	1214632171	84132	1425423212		5212836	89524246	44070551	382003	9557500	59013667	2839144	11256263	125124989	20034609	54252461	6975220	17201724	130469	46709	51672569	4589643	585648822	7559007	5744489	5373294	7223805	178781	653108120	1134585604	591481496	39493	22181000	3043358377	6437946207	2286110	2323799591	2831639	653103	1879383	677300	28870	37329064	38931	2528654	30437261	524106	782349366	128613117	40077	5846464711	1831712	23072640	531113	53756787	716508657	623591	3433748	46078	32656246	4875637	1262523	20568728	34695493	373018004	2889662	287123	25311973	223150896	6730654	17700982	5457127	29715436	11801	5081700	1378565677	4730226	12699005	243700667	4400773	33475438	113964338	17759	10203169	36821749	1051201551	3220137	26328845	10434332	6760464	5043612	2656049	1117394729	280378	2657333	19048502	144236933	13651030	1648009565	32175224	49383346	17651103	5637022	781066	8276807	6280319	33755	17801897	6664449	1103704408	11021177	1229208573	19852364	226305	623164	5431752	2112076	10486941	1218917	42139	119878	22462173	45847	18455316	2107261123	460942269	9089738	71735329	10182222	7230193	637837815	1369295	711465045	105042	1648009565	1229208573	1365805	12119334	84979913	9992	64711821	47312719	41048766	2803106334	3390913	334017321	34938955	102046	28213017	38319	105413	99680655	313046	7989545217	215261	1768096	38222876	62378410	20152938	16069056
2023	107359	750491370	41454761	509398589	36749906	2414095	80856	482105978	10483751	45538401	2964300	47521	93316	26659922	9131761	10153958	13689450	11779946	14111034	23025776	171466990	6446596	1577059	399440	3185073	9178298	411106	64698	12244159	211140729	282336	458949	786385	2480244	5152421	40083484	100183707	8888822	167691	19658835	1410710000	31165654	28372687	105789731	6182885	52321152	850387	522331	5105525	4519904	11019931	154654	73038	1344976	10864042	83287273	1152944	66510	5946952	11331265	46164219	2137527754	3511607650	2384441485	248721385	924773523	17980083	114535772	349762722	3470390	48352528	1370286	128691692	448897545	1057033168	5583911	924145	68372286	54414	112630	2484789	68492000	3715483	33787914	38471	14405468	2697845	2153339	1847549	10407351	117081	56865	18124838	166506	826353	1408190184	7536100	10644851	917304254	3859686	11637398	9592186	4952212190	6858521511	1906309321	664395892	281190067	1241913429	84165	1438069596		5311538	90608707	45074049	385663	9849000	58984216	2839786	11439213	124516650	20330104	55339003	7099750	17423880	132530	46758	51712619	4853420	589889543	7664993	5773493	5493031	7305659	179285	657616517	1160824674	607774703	39846	22037000	3082002881	6498875200	2311472	2326296729	2871585	666430	1883710	678800	27515	37712505	38956	2457783	31195932	525994	797801454	129739759	38827	5891100497	1827816	23769127	552747	54133798	729077445	623529	3481145	45143	33635160	5022441	1248647	21104482	35126298	376954413	2963095	289870	26159867	227882945	6823613	17877117	5519601	29694614	11875	5200000	1387897706	5049269	12822134	247504495	4458759	33845617	114891199	17727	10389635	36687353	1078224044	3203792	26418204	10578174	6844146	5165775	2689224	1121315547	281118	2656032	19061062	143826130	13954471	1662580579	33702731	50042791	18077573	5917648	800005	8460512	6309624	33860	18358615	6623183	1131078494	11483374	1259889959	20031262	230871	628886	5426740	2120461	10536632	1230506	42749	119773	23594623	46198	19319064	2111139152	458602212	9304337	71702435	10389799	7364438	642397939	1384286	723911670	104597	1662580579	1259889959	1367510	12200431	85325965	9816	66617606	48656601	37732836	2809097616	3388081	336806231	35652307	101323	28300854	38985	104917	100352192	320409	8064057930	216663	1682668	39390799	63212384	20723965	16340822
2024	107995	769280888	42647492	521764076	37885849	2377128	81938	492612632	10986400	45696159	3033500	46765	93772	27196812	9177982	10202830	14047786	11858610	14462724	23548781	173562364	6441421	1588670	401283	3164253	9132629	417072	64636	12413315	211998573	282467	462721	791524	2521139	5330690	41288599	100061963	9005582	168126	19764771	1408975000	31934230	29123744	109276265	6332961	52886363	866628	524877	5129910	4539060	10979783	155967	74457	1358282	10905028	83516593	1168722	66205	5976992	11427557	46814308	2141122258	3552278604	2388319494	250281521	928263208	18135478	116538258	351161936	3535603	48848840	1372341	132059767	450228188	1081767572	5619911	928784	68551653	54681	113160	2538952	69226000	3699557	34427414	39329	14754785	2759988	2201352	1892516	10405134	117207	56836	18406359	167777	831087	1417841927	7524100	10825703	941413026	3866200	11772557	9562065	4979421568	6926222113	1946800545	676957651	283487931	1269842894	84160	1450935791		5395790	91567738	46042015	386506	9974400	58952704	2839175	11552876	123975371	20592571	56432944	7221868	17638801	134518	46843	51751065	4897263	594158638	7769819	5805962	5612817	7381023	179744	662186388	1187777591	624608098	40450	21916000	3120980912	6563501708	2337423	2328628339	2888278	677012	1866124	687000	26129	38081173	38631	2402306	31964956	527799	813146136	130861007	37548	5938893610	1824359	24478595	568847	54500091	741690916	623525	3524788	44278	34631766	5169395	1245779	21655286	35557673	381464223	3030131	292639	27032412	232679478	6916140	17993485	5572279	29651054	11947	5287500	1396877448	5281538	12931878	251269164	4515577	34217848	115843670	17695	10576502	36559233	1105951788	3203295	26498823	10694681	6929153	5289152	2722467	1128377826	281807	2857822	19051804	143533851	14256567	1677384532	35300280	50448963	18501984	6036860	819198	8642022	6338193	33977	19009151	6586476	1158863843	11943408	1291044964	20193405	235536	634431	5422069	2127400	10569709	1242822	43350	121354	24672760	46535	20299123	2114653077	459734030	9515236	71668011	10590927	7494498	647003746	1400638	736401764	104175	1677384532	1291044964	1368333	12277109	85518661	9646	68560157	50015092	37860221	2817912698	3386588	340110988	36361859	100616	28405543	39471	104377	100987686	327777	8141808945	218019	1594353	40583164	64007187	21314956	16634373
2025																																																																																																																																																																																																																																																																										
