	Aruba	Africa Eastern and Southern	Afghanistan	Africa Western and Central	Angola	Albania	Andorra	Arab World	United Arab Emirates	Argentina	Armenia	American Samoa	Antigua and Barbuda	Australia	Austria	Azerbaijan	Burundi	Belgium	Benin	Burkina Faso	Bangladesh	Bulgaria	Bahrain	"Bahamas, The"	Bosnia and Herzegovina	Belarus	Belize	Bermuda	Bolivia	Brazil	Barbados	Brunei Darussalam	Bhutan	Botswana	Central African Republic	Canada	Central Europe and the Baltics	Switzerland	Channel Islands	Chile	China	Cote d'Ivoire	Cameroon	"Congo, Dem. Rep."	"Congo, Rep."	Colombia	Comoros	Cabo Verde	Costa Rica	Caribbean small states	Cuba	Curacao	Cayman Islands	Cyprus	Czechia	Germany	Djibouti	Dominica	Denmark	Dominican Republic	Algeria	East Asia & Pacific (excluding high income)	Early-demographic dividend	East Asia & Pacific	Europe & Central Asia (excluding high income)	Europe & Central Asia	Ecuador	"Egypt, Arab Rep."	Euro area	Eritrea	Spain	Estonia	Ethiopia	European Union	Fragile and conflict affected situations	Finland	Fiji	France	Faroe Islands	"Micronesia, Fed. Sts."	Gabon	United Kingdom	Georgia	Ghana	Gibraltar	Guinea	"Gambia, The"	Guinea-Bissau	Equatorial Guinea	Greece	Grenada	Greenland	Guatemala	Guam	Guyana	High income	"Hong Kong SAR, China"	Honduras	Heavily indebted poor countries (HIPC)	Croatia	Haiti	Hungary	IBRD only	IDA & IBRD total	IDA total	IDA blend	Indonesia	IDA only	Isle of Man	India	Not classified	Ireland	"Iran, Islamic Rep."	Iraq	Iceland	Israel	Italy	Jamaica	Jordan	Japan	Kazakhstan	Kenya	Kyrgyz Republic	Cambodia	Kiribati	St. Kitts and Nevis	Korea	Kuwait	Latin America & Caribbean (excluding high income)	Lao PDR	Lebanon	Liberia	Libya	St. Lucia	Latin America & Caribbean	Least developed countries: UN classification	Low income	Liechtenstein	Sri Lanka	Lower middle income	Low & middle income	Lesotho	Late-demographic dividend	Lithuania	Luxembourg	Latvia	"Macao SAR, China"	St. Martin (French part)	Morocco	Monaco	Moldova	Madagascar	Maldives	"Middle East, North Africa, Afghanistan & Pakistan"	Mexico	Marshall Islands	Middle income	North Macedonia	Mali	Malta	Myanmar	"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"	Montenegro	Mongolia	Northern Mariana Islands	Mozambique	Mauritania	Mauritius	Malawi	Malaysia	North America	Namibia	New Caledonia	Niger	Nigeria	Nicaragua	Netherlands	Norway	Nepal	Nauru	New Zealand	OECD members	Oman	Other small states	Pakistan	Panama	Peru	Philippines	Palau	Papua New Guinea	Poland	Pre-demographic dividend	Puerto Rico (US)	"Korea, Dem. People's Rep."	Portugal	Paraguay	West Bank and Gaza	Pacific island small states	Post-demographic dividend	French Polynesia	Qatar	Romania	Russian Federation	Rwanda	South Asia	Saudi Arabia	Sudan	Senegal	Singapore	Solomon Islands	Sierra Leone	El Salvador	San Marino	"Somalia, Fed. Rep."	Serbia	Sub-Saharan Africa (excluding high income)	South Sudan	Sub-Saharan Africa	Small states	Sao Tome and Principe	Suriname	Slovak Republic	Slovenia	Sweden	Eswatini	Sint Maarten (Dutch part)	Seychelles	Syrian Arab Republic	Turks and Caicos Islands	Chad	East Asia & Pacific (IDA & IBRD countries)	Europe & Central Asia (IDA & IBRD countries)	Togo	Thailand	Tajikistan	Turkmenistan	Latin America & the Caribbean (IDA & IBRD countries)	Timor-Leste	"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)"	Tonga	South Asia (IDA & IBRD)	Sub-Saharan Africa (IDA & IBRD countries)	Trinidad and Tobago	Tunisia	Turkiye	Tuvalu	Tanzania	Uganda	Ukraine	Upper middle income	Uruguay	United States	Uzbekistan	St. Vincent and the Grenadines	"Venezuela, RB"	British Virgin Islands	Virgin Islands (U.S.)	Viet Nam	Vanuatu	World	Samoa	Kosovo	"Yemen, Rep."	South Africa	Zambia	Zimbabwe
1972	58047	182126556	11853696	128176494	6174262	2243126	22957	127535560	385014	24644328	2577079	27995	64615	13177000	7544201	5391450	3617128	9711115	3207543	5807234	71641519	8576200	242113	196055	3848271	9188968	124676	52803	4800978	100146797	249658	142189	330264	622407	2183769	22218463	100357161	6260956	125764	10174678	862030000	5909716	6806872	21251160	1486468	21819563	260077	297386	1938248	3185617	9123891	147710	11764	661063	9867632	78688452	166256	70060	4991596	4651883	14427072	1175176176	1307009646	1354228289	161049046	750728655	6529034	36258328	295527442	1309235	34604469	1392518	29374608	391197266	319025117	4639657	550499	52962356	39172	62278	620960	56086065	4205300	9438187	27290	4431292	555370	586620	309468	8888628	98777	48300	5682833	92619	721617	1032671994	4123600	2922064	223189830	4450564	4813868	10398489	2454764228	2994028911	539264683	172011394	122039841	367253289	57367	570482142		3036850	30921179	10430164	209137	3148000	54381345	1931542	1714555	107188000	12951798	12206060	3088200	6673886	59778	44033	33505406	920352	265122103	2801660	2509729	1542670	2226091	106002	299187510	330244369	155206976	22132	12809205	1093403193	2760300540	1094063	1396407513	3213622	346600	2395674	245050	6409	15924692	24862	2484742	7074398	130968	219448355	54030168	23992	2605093564	1717395	6483726	302450	28428324	209697605	521785	1366821	12636	8692935	1168355	852053	4874475	10676835	232167266	804399	119931	4904845	58601748	2573578	13328593	3933004	12989099	6812	2903900	941467841	700593	6460753	63583194	1599723	14210147	39408560	12194	2628432	33055650	256080715	2817256	15975069	8630430	2499881		1229695	857513072	121886	146506	20657957	131909000	4220335	668383197	3905722	12527856	4741631	2152400	184994	2814388	3846830	18787	3939436	7252012	280872413	3542497	310303050	10876065	81041	397413	4596622	1752233	8122300	465788	7380	56029	6826024	5915	3893252	1159220113	359698417	2384994	37933929	3123691	2311430	286726529	572962	209697605	87356	668383197	310303050	1014921	5396557	38430221	5692	14479308	10885796	47946893	1511690371	2821644	209896000	12465106	97790	12099180	10235	76319	43429168	91562	3834446322	144538	1301579	7460068	23609456	4569309	5542445
1973	58299	187524135	12157999	131449942	6388528	2296752	24523	131335660	436399	25046005	2630860	28436	64342	13380000	7586115	5493900	3611991	9741720	3283496	5911927	73722294	8620967	255320	200791	3887376	9257272	126445	52946	4910200	102600976	250322	147369	341705	652408	2226008	22491777	101112680	6307347	126873	10340362	881940000	6184944	6996660	21827665	1533680	22325374	268820	299881	1988343	3215024	9255328	146912	12438	665937	9922266	78936666	178449	70585	5021861	4782227	14771147	1202715705	1339671375	1384605041	163601189	756775460	6722033	37102043	297413652	1342669	34988947	1405951	30166785	393739994	326527998	4666081	559222	53392161	39636	63986	633995	56194527	4242500	9714617	27537	4506324	571991	592808	302281	8929086	98709	49000	5831631	94781	730138	1042151537	4241600	3011459	229341403	4470161	4906743	10432055	2508370507	3062266606	553896099	176954946	125288515	376941153	58256	583465598		3085950	31839838	10795869	212317	3278000	54751406	1961219	1778094	108707000	13208121	12634835	3153800	6739726	60824	43880	34103149	977654	271649494	2870573	2572935	1583588	2314193	107498	306451409	339000836	159304515	22785	13060916	1120170342	2826286599	1132697	1425381475	3244438	350450	2415819	242800	6596	16326269	25072	2510584	7288048	134952	225808044	55667284	24581	2666982084	1743816	6597106	302200	29026388	215569107	530220	1405502	13880	8954242	1203838	864819	5003938	10935621	234453723	828928	125585	5037865	60082139	2649278	13439322	3960612	13275239	6866	2961300	952000973	721179	6573195	65461912	1643690	14582867	40294130	12552	2690629	33357200	263238228	2878786	16350367	8633100	2561102		1253169	865015884	125897	161841	20835681	132669000	4345047	684000704	4106344	13049315	4885181	2193000	189774	2866955	3938068	18992	4045592	7283902	288750400	3627383	318974077	11041388	82798	395772	4641445	1766697	8136312	479038	7917	56892	7060321	6090	3985909	1186384756	363554198	2448749	38947787	3222290	2370919	293783764	582855	215569107	88805	684000704	318974077	1027851	5537242	39329533	5681	15010101	11144236	48277121	1546811742	2837133	211909000	12831047	98691	12463537	10367	84121	44409861	94362	3911068458	146516	1331176	7672796	24294263	4702693	5720404
1974	58349	193186642	12469127	134911581	6613367	2350124	26130	135282861	489087	25461351	2686445	28875	64058	13723000	7599038	5594100	3703590	9772419	3362633	6024904	75839348	8678745	269038	205342	3926472	9317584	128185	53056	5022475	105089675	250777	152656	353538	685448	2269338	22807969	101939916	6341405	127893	10505817	900350000	6474057	7193583	22418878	1582301	22833469	278075	302570	2039643	3242803	9374183	148351	13114	663254	9988459	78967433	192613	71091	5045297	4914197	15133502	1228688547	1373219822	1413496627	166121814	762546552	6918573	37969667	299065145	1375688	35373335	1418169	30957273	396124649	334361510	4690574	567489	53746571	40106	65749	647691	56229974	4279500	10000523	27755	4580510	589085	613338	294953	8962022	98486	49500	5981197	96939	738057	1051440406	4377800	3099836	235791936	4490660	5001796	10478720	2561343989	3130418531	569074542	182138604	128555045	386935938	59139	597041391		3137500	32796463	11167761	215209	3377000	55110868	1990906	1839182	110162000	13454570	13070078	3223900	6783240	61219	43738	34692266	1038346	278251796	2939761	2635185	1626362	2432211	109076	313798324	348044659	163605392	23451	13305693	1147885460	2892061210	1172420	1452919554	3273894	355050	2437186	240550	6801	16733842	25235	2538164	7509726	138978	232392106	57320149	25296	2728455818	1770545	6715436	301996	29598167	221668657	538902	1446050	14655	9236093	1240188	878042	5141337	11200906	236715025	854320	131452	5174953	61679144	2732075	13545056	3985258	13568435	6923	3023700	962281658	746988	6679456	67415487	1687926	14956552	41174341	12687	2752671	33678899	270820390	2939299	16673121	8754365	2625621		1277600	872247955	129960	177362	21029429	133432000	4474228	700247383	4323632	13580723	5029437	2229800	195041	2920459	4029671	19030	4151842	7326043	297083013	3723259	328098223	11199859	84672	393676	4689623	1776132	8159955	492988	8492	57937	7302160	6273	4078356	1212035036	367431547	2511760	39952891	3324499	2432028	300937685	590827	221668657	90683	700247383	328098223	1040761	5684674	40210234	5822	15561630	11424846	48576570	1580570358	2853944	213854000	13209011	99556	12835351	10494	89941	45413537	97260	3987294240	149431	1363123	7896783	24989108	4842746	5908328
1975	58295	198914573	12773954	138569918	6842947	2404831	27773	139495837	542856	25874107	2743660	29390	63839	13893000	7578903	5689050	3796612	9800700	3445407	6147569	77854351	8720742	283243	209886	3965743	9367000	130387	53129	5137539	107619565	251175	158070	365791	720380	2313916	23143275	102860571	6338632	128781	10671559	916395000	6776297	7397120	23021101	1627032	23344644	287692	305847	2092719	3269733	9479726	149129	13788	659405	10058620	78673554	209908	71570	5059862	5046776	15678596	1252174248	1407636737	1439634332	168594458	768080678	7118251	38875327	300516726	1408210	35757900	1429352	31723252	398397694	342377291	4711440	575906	54002853	40568	67428	662197	56225800	4311200	10294308	27951	4653876	606821	650966	287901	9046541	98126	49600	6128731	99057	745393	1060472674	4461600	3193234	242344150	4512082	5099086	10540525	2613194091	3197494325	584300234	187586058	131843848	396714176	59959	611309535		3189550	33802973	11543639	217979	3455000	55441001	2018981	1899055	111573000	13700843	13511671	3292400	6581371	60987	43606	35280725	1104863	284908402	3005521	2693191	1670913	2571556	110725	321203546	356845675	167964187	23846	13548984	1176467266	2956658953	1213643	1478265786	3301652	358950	2456130	238200	7038	17150786	25500	2566998	7739336	143158	239405806	58982400	26154	2788694766	1797972	6837261	304222	30176565	228187384	546487	1488296	15065	9540817	1277330	892000	5287367	11471914	239169404	881032	137462	5317019	63410815	2816943	13666335	4007313	13870695	6987	3083100	972242932	778864	6790788	69461175	1732389	15333957	42120826	12655	2814820	34015199	278656584	2994000	16971055	9093470	2691648		1303608	879088327	134045	193087	21293583	134200000	4607728	717092514	4556287	14064798	5170810	2262600	200744	2974657	4120449	19046	4257535	7368717	305701947	3821494	337484491	11364129	86708	391170	4739105	1793581	8192437	507673	9094	59292	7554364	6463	4167234	1235222835	371336064	2574622	40940005	3430425	2494570	308171037	598158	228187384	93017	717092514	337484491	1053469	5839262	41053126	6117	16138361	11725240	48865229	1612227500	2872320	215973000	13598521	100387	13215892	10606	94484	46482903	100269	4062070771	153344	1397686	8133598	25690940	4990086	6098658
1976	58368	204802976	13059851	142337272	7074664	2458526	29436	144014135	615866	26282283	2818165	29959	63762	14033000	7565525	5781000	3882626	9818227	3532196	6280635	79855318	8758599	297863	214501	4004552	9411000	133099	53210	5256496	110213349	251442	163607	378490	758508	2348566	23449808	103776068	6302504	129391	10838251	930685000	7057958	7597962	23624031	1667225	23858810	297538	309455	2147774	3296410	9571242	149399	14454	662032	10125939	78336950	230737	72017	5072596	5180404	16409170	1273922384	1442753987	1463747757	171119860	773619713	7320912	39795557	301804324	1443807	36137812	1439576	32534418	400490355	350583131	4725664	585534	54232383	41020	69049	677628	56211968	4342400	10594913	28134	4727022	625667	694191	281031	9188150	97632	49700	6262404	101166	752253	1069129380	4518000	3294457	249034009	4535934	5198357	10598677	2664387118	3264075702	599688584	193252681	135173655	406435903	60750	625861883		3238050	34837271	11927651	220154	3533000	55718260	2045578	1958177	112775000	13998738	13957623	3358700	6134991	60661	43482	35848523	1178711	291624269	3064876	2726469	1717060	2721237	112425	328673285	365558134	172393281	24058	13796770	1205621573	3020488457	1253214	1502269051	3328664	360731	2470989	235600	7303	17574182	25895	2596491	7976831	147525	246821883	60645512	27021	2848095176	1825830	6960979	305774	30758811	235058983	552562	1531945	15438	9867209	1315336	906507	5443384	11750097	241538018	906566	142091	5464962	65258009	2903851	13774037	4026152	14177649	7064	3110500	981612322	814701	6913443	71620254	1776935	15716809	43201488	12598	2877327	34356300	286692896	3043854	17243450	9355810	2758836		1331351	885244462	138114	209052	21551634	135147000	4745954	734217635	4807933	14569716	5308564	2293300	207194	3028820	4210310	19110	4365812	7418973	314545326	3921910	347140248	11541204	88922	388289	4789507	1820249	8222286	523330	9716	60504	7817320	6660	4251297	1256698596	375469327	2637796	41896504	3540076	2558521	315490913	607620	235058983	95325	734217635	347140248	1066311	5996994	41899984	6404	16736211	12037294	49120842	1642473603	2891392	218035000	13998620	101197	13606284	10709	96166	47684931	103388	4135758539	157113	1434880	8384113	26395450	5143842	6287105
1977	58580	210680842	13340756	146258576	7317829	2513546	31097	148599336	710209	26701805	2912827	30521	63862	14192000	7568430	5876150	3983582	9830358	3623202	6428734	81867264	8804183	312823	219157	4042124	9463000	135887	53322	5379166	112875292	251626	169277	391639	799574	2372930	23725843	104616884	6281174	129726	11005519	943455000	7321950	7796501	24229061	1707568	24393494	307579	312834	2205025	3322722	9648440	149459	15105	667101	10186755	78159814	254613	72406	5088419	5315443	17015994	1294303118	1478479688	1486397441	173726978	779117798	7526819	40748870	303021757	1482565	36511638	1450211	33167272	402445831	358846637	4738902	597805	54486467	41468	70753	693984	56193492	4372100	10911871	28300	4801128	645770	741789	276779	9308479	97017	49400	6401515	103298	758654	1077728159	4583700	3398655	255707170	4559571	5299476	10648031	2714845767	3330218383	615372616	199165729	138533541	416206887	61566	640801103		3282200	35933181	12331046	221799	3613000	55955411	2070657	2019002	113872000	14353265	14428819	3423900	5668551	60267	43358	36411795	1258023	298457236	3118923	2762155	1766019	2881533	114135	336262441	374293198	176957140	24442	14049371	1235700491	3084056561	1289967	1524947137	3355036	361358	2485073	232950	7569	18014756	26273	2626298	8222240	151930	254463059	62308493	27906	2907099421	1853138	7090979	306970	31355966	242098387	557576	1576245	15787	10224975	1353768	921379	5614983	12035713	244018165	931104	144599	5619716	67234590	2992534	13856185	4043205	14499175	7163	3120200	990951247	855314	7044675	73901827	1821543	16109806	44367962	12525	2940327	34689050	295051411	3088690	17492798	9455675	2827874		1360619	891301791	142313	225285	21756096	136100000	4888240	751760482	5083048	15086614	5439549	2325300	214418	3085354	4301256	20017	4484050	7462783	323710360	4024032	356939418	11728016	91301	385067	4840501	1842377	8251540	540348	10364	61786	8090501	6864	4331667	1276830008	379635878	2701894	42843974	3653265	2623948	322954210	618315	242098387	96725	751760482	356939418	1079554	6155931	42773298	6686	17352929	12359669	49336481	1671398930	2909461	220239000	14408822	101999	14006812	10800	93203	48954872	106618	4208958804	159753	1474457	8648222	27118952	5302480	6449512
1978	58776	217074286	13611441	150402616	7576734	2566266	32735	153568663	809274	27132158	3012807	31076	64038	14358000	7562305	5976150	4100338	9839534	3718305	6590984	83889655	8814032	328046	223761	4078240	9525000	138713	53431	5504123	115600942	251551	174884	405243	849239	2397961	23963203	105329397	6281738	129981	11172695	956165000	7603130	8011921	24992689	1748089	24950337	317688	316147	2264510	3348386	9711980	148341	15727	672249	10242098	78091820	280031	72724	5104248	5451882	17506974	1314775496	1514572817	1509073118	176315643	784556247	7736167	41761431	304275086	1522378	36864898	1460188	33734592	404312949	367727720	4752528	612091	54734030	41968	72754	711245	56196504	4397700	11248450	28446	4877854	667103	791694	276531	9429959	96305	49200	6561534	105424	764586	1086358633	4667500	3505463	262985512	4581085	5402580	10684822	2765565797	3397524507	631958710	205318127	141953163	426640583	62398	655728229		3329100	37126535	12753355	223537	3690000	56155143	2094836	2083595	114913000	14711497	14934126	3487100	5211653	59864	43217	36969185	1340319	305428657	3171740	2822682	1818247	3052526	115834	344000129	383667234	182134871	25028	14310128	1266293483	3148921134	1327240	1547677040	3379514	362007	2497921	232400	7822	18477385	26605	2656211	8475864	156159	262393904	63979046	28809	2966786263	1879847	7229651	310182	31972976	249392069	562065	1619468	16130	10618250	1392713	933499	5810132	12328157	246601634	947269	146392	5782932	69326532	3080314	13941700	4058671	14839695	7298	3121200	1000355869	900304	7176063	76307379	1866311	16516059	45575281	12440	3003714	34965600	304240149	3129421	17735995	9558250	2899269		1390784	897398355	146821	241808	21951464	137060000	5035171	769329109	5381902	15695003	5568096	2353600	222029	3145517	4394114	21026	4814892	7504017	333680160	4127657	367476902	11915233	93794	381502	4890125	1862548	8275599	558446	11039	62150	8372759	7083	4411366	1297059239	383687824	2768148	43788976	3768508	2691088	330579364	628775	249392069	97204	769329109	367476902	1093380	6309390	43645306	6957	17976566	12692113	49521243	1700492780	2925715	222585000	14816349	102775	14416684	10886	95929	50249552	109963	4283431043	161375	1516249	8926586	27869507	5465374	6543575
1979	59191	223974122	13655567	154721711	7847207	2617832	34306	159054118	912010	27568895	3078501	31611	64274	14514000	7549425	6071300	4203530	9848382	3818528	6763903	85935072	8825940	343457	228230	4113300	9584000	141678	53517	5630849	118380821	251269	180422	419200	901742	2423794	24201544	105948616	6294365	130220	11339779	969005000	7902267	8239641	25886782	1788524	25515626	327791	319480	2326490	3373242	9763355	147851	16351	677549	10292341	78126350	304513	72959	5116801	5589690	18036655	1335637622	1552194676	1532261700	178774505	789862141	7948869	42818628	305541545	1563332	37191330	1468333	34238652	406112162	376996705	4764690	626862	54979851	42521	75054	729375	56246951	4430200	11597255	28575	4959283	689781	819867	279846	9548258	95490	49600	6727797	107636	770062	1095282220	4929700	3614981	270569759	4594778	5507590	10704152	2816995104	3466649271	649654167	211887858	145434834	437766309	63239	671155747		3373750	38424952	13170365	225735	3786000	56317749	2119486	2153882	115890000	14978696	15460666	3552000	5088808	60172	43033	37534236	1423514	312477579	3228202	2882635	1872713	3233846	117528	351820083	393715341	187656318	25575	14579614	1298149128	3215700977	1366169	1570272872	3397842	362856	2505953	235200	8063	18955589	26892	2683035	8737581	160360	270666000	65648865	29738	3028044659	1906523	7375266	313342	32596550	256976193	566888	1660659	16488	11028809	1432758	949888	6028749	12627862	249310061	962825	148132	5955556	71498242	3164525	14038270	4072517	15190590	7468	3109000	1009880602	949116	7309677	78997039	1911552	16933139	46807103	12337	3067341	35247217	313887702	3168088	17983470	9661265	2973968		1422234	903773491	151569	258670	22090488	138027000	5189541	787440583	5703698	16355352	5702895	2383500	229953	3207499	4480388	21320	5449117	7541997	344394495	4232605	378695833	12105153	96252	377602	4938973	1882599	8293678	577199	11723	62686	8661909	7306	4505384	1317673957	387559928	2839854	44718434	3882691	2760358	338302777	638719	256976193	97544	787440583	378695833	1107639	6456419	44510429	7184	18592038	13002163	49721381	1729895531	2939903	225055000	15215587	103478	14834552	10965	96183	51378211	113040	4360056401	162882	1559787	9224194	28634162	5631728	6647556
1980	59909	230792729	13169311	159166518	8133872	2671997	35782	164657321	1015700	28011596	3107415	32403	64513	14692000	7549433	6160500	4383706	9859242	3925251	6947900	88016432	8861535	358978	232526	4148426	9643000	145062	53673	5758900	121207461	251524	186111	433404	937485	2450535	24515667	106541316	6319408	130462	11508550	981235000	8220714	8512219	26711099	1828985	26104498	337721	323301	2390633	3399087	9804796	148041	17079	683076	10304193	78288576	325815	73083	5123027	5729037	18607174	1356226475	1591961664	1555055871	181309432	795362835	8165877	43950413	306894340	1605797	37491165	1477219	34428514	407986180	385675261	4779535	641975	55274184	43072	77407	748389	56314216	4467700	11941448	28675	5047419	713913	829303	288644	9642505	94538	50200	6900212	110141	774367	1104005914	5063100	3727173	277128014	4599782	5614493	10711122	2869277824	3536954994	667677170	219552133	148950540	448125037	64076	687354025		3412800	39842324	13591992	228138	3878000	56433883	2145658	2234186	116807000	15152949	16018459	3617400	5199872	61148	42850	38123775	1504782	319588567	3292573	2944763	1929253	3424378	119290	359713036	403007563	192424417	25512	14847974	1332297507	3283910246	1406521	1592439385	3413202	364150	2511701	239650	8288	19459943	27122	2708675	9006032	164835	279347788	67300334	30774	3091485829	1933038	7530515	316645	33227204	264948525	572608	1701335	17625	11336221	1474043	966039	6265529	12983363	251794340	981434	149817	6135971	73764641	3252403	14149800	4085620	15553105	7649	3112900	1019332414	1001248	7444817	82291010	1957534	17360949	48043740	12271	3131512	35574150	322965422	3206000	18236786	9766312	3053235		1454476	909919829	156471	275913	22207282	139010000	5353259	806369775	6047997	17058905	5845638	2413945	238135	3272089	4540382	21585	5936154	7709544	355467472	4339030	389959247	12298380	98544	375377	4979815	1901315	8310531	596644	12410	63261	8957663	7564	4515453	1338009609	391562181	2920894	45650022	3995256	2832203	346105657	649871	264948525	97769	806369775	389959247	1121744	6606195	45408815	7366	19189769	13275741	49955152	1759188322	2951953	227225000	15619936	104213	15258218	11130	99636	52490101	115660	4437602892	164322	1604818	9543358	29518857	5802833	7041303
1981	60563	238043099	11937581	163762473	8435607	2726056	37169	170015485	1099855	28463959	3135349	33584	64665	14923260	7568710	6257750	4566014	9858982	4038307	7140271	90303105	8891117	373524	236614	4184217	9710000	148786	53997	5888109	124063109	252270	191977	447836	969996	2478402	24819915	107129392	6354074	131078	11678717	993885000	8556596	8816377	27500515	1869759	26713267	347382	327846	2456637	3425354	9849320	148629	17905	688893	10300591	78407907	343047	72986	5121572	5868453	19220704	1377473854	1634107159	1578588756	183746315	800542417	8386910	45147224	308127421	1649939	37758631	1487666	35304012	409724709	393958598	4799964	657471	55603353	43626	79794	768385	56333829	4504500	12281712	28740	5143288	739125	842432	303252	9729350	94052	51000	7075648	112902	776453	1112639701	5183400	3841778	283255371	4611509	5723725	10711848	2923255528	3609089669	685834141	227625217	152485035	458208924	64596	703696250		3453000	41989312	14006381	230755	3956000	56501675	2173818	2325517	117661000	15323082	16601507	3685800	5284495	62121	42698	38723248	1583426	326710408	3366631	3008981	1986867	3621486	121166	367619244	412046787	196030673	25673	15099414	1367489973	3353295180	1448069	1615106897	3432947	365225	2519421	244800	8498	19985401	27293	2735987	9279011	169532	288391729	68892108	32017	3157264507	1959065	7692766	318982	33858783	273288518	579445	1742857	19826	11568127	1516877	980462	6516454	13399203	254339912	992500	151441	6322006	76068103	3345674	14247208	4099702	15922423	7839	3124900	1028615740	1057320	7577614	85802049	2004418	17798805	49311727	12402	3197019	35898587	330988678	3242552	18501295	9851362	3137604		1487561	916024683	161506	293553	22353070	139941000	5527230	825638560	6420551	17780572	5997160	2532835	246555	3338940	4570599	21840	5982849	7736787	366437525	4447272	401805572	12490529	100615	375459	5016105	1906531	8320503	616808	13302	64035	9260189	7908	4520959	1358992800	395441598	3013043	46575855	4109022	2907187	353922621	660493	273288518	97909	825638560	401805572	1135132	6758284	46321190	7526	19784703	13556452	50189281	1789774534	2963246	229466000	16035032	105073	15687297	11479	99853	53738141	118249	4516926190	165678	1646565	9882362	30541044	5983289	7498635
1982	61276	245822010	10991378	168585118	8751648	2784278	38764	175370356	1166370	28924262	3163144	34909	64785	15184247	7574140	6357550	4681390	9856303	4156596	7340197	92814507	8917457	386983	240614	4221100	9776000	152548	54387	6018088	126923155	253095	198165	462485	1009269	2507375	25116942	107730380	6391309	132172	11850214	1008630000	8907936	9028678	28338190	1910430	27338331	357139	332724	2524806	3450895	9912681	150101	18750	696497	10314826	78333366	356880	72688	5117810	6007114	19872348	1401081634	1677532811	1604460320	186272610	805247476	8611298	46407611	308901125	1695461	37986012	1498414	36701290	410988238	402886924	4826933	673414	55806789	44171	82219	789286	56313641	4542800	12643819	28765	5247672	765753	855891	322216	9789513	94383	51500	7240241	115711	776712	1120660141	5264500	3958728	290471550	4634234	5835937	10705535	2980033813	3685043956	705010143	235282858	156052152	469727285	64686	720313473		3485800	44272141	14406083	233860	4031000	56543548	2203889	2426927	118480000	15492595	17206175	3759300	5436432	63134	42532	39326352	1662480	333866128	3450026	3054931	2045073	3724765	123087	375568417	422560922	200239487	26255	15286567	1403093561	3426055936	1490732	1639793804	3457179	365525	2531080	254650	9494	20520318	27561	2763101	9557671	174333	297671219	70433260	33397	3225816449	1978956	7860194	325898	34482965	281844787	587001	1785364	22350	11824370	1561176	992521	6778879	13832798	256835329	1010308	153001	6512732	78378701	3438745	14312690	4114787	16297987	8040	3156100	1037419356	1117678	7711694	89089246	2052271	18246503	50695707	12694	3264291	36230481	339575832	3277453	18776357	9911771	3226189		1521261	921558505	166646	311537	22475741	140823000	5711549	845349352	6824486	18486645	6156961	2646466	255200	3408183	4622477	22055	6003840	7763335	377641425	4557686	414407128	12683850	102508	376555	5055099	1910334	8325263	637652	14607	64413	9572511	8297	4738483	1382326011	399353523	3115042	47494577	4227171	2985557	361763155	669149	281844787	97980	845349352	414407128	1147927	6908642	47322096	7664	20398571	13873631	50402724	1822722888	2975492	231664000	16462736	105969	16121874	11921	100068	55011289	121035	4599539241	166484	1683166	10241006	31615339	6178637	7796496
1983	62228	253644643	10917982	173255157	9082983	2843960	40565	180973288	1235305	29391332	3191539	36271	64934	15393472	7561910	6459800	4808528	9855520	4278978	7551129	95335155	8939738	400707	244698	4258728	9843000	156297	54777	6149060	129790077	253992	204741	477460	1046137	2537399	25366451	108297837	6418773	133413	12026138	1023310000	9272744	9215397	29250963	1950321	27988173	367233	337654	2595153	3476621	9991026	151159	19598	707225	10323856	78128282	369553	72365	5114297	6147248	20558115	1424971585	1721104015	1630462798	188979984	809947364	8840417	47786402	309543455	1736160	38171525	1508745	37740817	412072128	412313057	4855787	689835	56108330	44670	84680	811005	56332848	4582900	13029836	28733	5359814	794525	869592	343421	9846627	94948	52100	7419642	118508	775891	1128262810	5345100	4078174	298600262	4658254	5951096	10689463	3037252917	3762109361	724856444	242589635	159651381	482266809	64630	737372681		3510600	46029535	14840555	236977	4105000	56564074	2234832	2537307	119307000	15665551	17846374	3838300	5636203	64169	42334	39910403	1744295	341148229	3541001	3094996	2107113	3718961	125044	383657148	434142125	205645993	26446	15388794	1439288342	3500358704	1534413	1664394629	3485192	365622	2546011	269300	11485	21060696	27960	2791207	9843044	179128	307301861	71971240	34811	3294712711	1991901	8034400	330524	35162715	290721921	594506	1829092	24936	12073822	1606746	1001691	7051709	14285907	259213228	1037511	155003	6708644	80438260	3530282	14367070	4128432	16689119	8216	3199300	1046094679	1181459	7843045	92227711	2101106	18705957	52194620	13006	3333633	36571808	349226289	3311138	19054034	9957865	3318068		1555284	926768139	171750	329709	22560478	141668000	5905311	865442337	7252941	19109770	6324504	2681061	264068	3481646	4707367	22229	6198430	7788100	389094648	4661574	426899800	12874950	104380	378746	5091971	1922321	8329033	658957	16133	64335	9904809	8697	4979130	1405938773	403378262	3222899	48423309	4350874	3067534	369728268	677707	290721921	97998	865442337	426899800	1160534	7053800	48447410	7789	21079874	14221881	50637029	1855424369	2988778	233792000	16908400	106838	16562205	12370	100348	56337921	123998	4682924536	166714	1719245	10621499	32739304	6381038	8098404
