	Aruba	Africa Eastern and Southern	Afghanistan	Africa Western and Central	Angola	Albania	Andorra	Arab World	United Arab Emirates	Argentina	Armenia	American Samoa	Antigua and Barbuda	Australia	Austria	Azerbaijan	Burundi	Belgium	Benin	Burkina Faso	Bangladesh	Bulgaria	Bahrain	"Bahamas, The"	Bosnia and Herzegovina	Belarus	Belize	Bermuda	Bolivia	Brazil	Barbados	Brunei Darussalam	Bhutan	Botswana	Central African Republic	Canada	Central Europe and the Baltics	Switzerland	Channel Islands	Chile	China	Cote d'Ivoire	Cameroon	"Congo, Dem. Rep."	"Congo, Rep."	Colombia	Comoros	Cabo Verde	Costa Rica	Caribbean small states	Cuba	Curacao	Cayman Islands	Cyprus	Czechia	Germany	Djibouti	Dominica	Denmark	Dominican Republic	Algeria	East Asia & Pacific (excluding high income)	Early-demographic dividend	East Asia & Pacific	Europe & Central Asia (excluding high income)	Europe & Central Asia	Ecuador	"Egypt, Arab Rep."	Euro area	Eritrea	Spain	Estonia	Ethiopia	European Union	Fragile and conflict affected situations	Finland	Fiji	France	Faroe Islands	"Micronesia, Fed. Sts."	Gabon	United Kingdom	Georgia	Ghana	Gibraltar	Guinea	"Gambia, The"	Guinea-Bissau	Equatorial Guinea	Greece	Grenada	Greenland	Guatemala	Guam	Guyana	High income	"Hong Kong SAR, China"	Honduras	Heavily indebted poor countries (HIPC)	Croatia	Haiti	Hungary	IBRD only	IDA & IBRD total	IDA total	IDA blend	Indonesia	IDA only	Isle of Man	India	Not classified	Ireland	"Iran, Islamic Rep."	Iraq	Iceland	Israel	Italy	Jamaica	Jordan	Japan	Kazakhstan	Kenya	Kyrgyz Republic	Cambodia	Kiribati	St. Kitts and Nevis	"Korea, Rep."	Kuwait	Latin America & Caribbean (excluding high income)	Lao PDR	Lebanon	Liberia	Libya	St. Lucia	Latin America & Caribbean	Least developed countries: UN classification	Low income	Liechtenstein	Sri Lanka	Lower middle income	Low & middle income	Lesotho	Late-demographic dividend	Lithuania	Luxembourg	Latvia	"Macao SAR, China"	St. Martin (French part)	Morocco	Monaco	Moldova	Madagascar	Maldives	"Middle East, North Africa, Afghanistan & Pakistan"	Mexico	Marshall Islands	Middle income	North Macedonia	Mali	Malta	Myanmar	"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"	Montenegro	Mongolia	Northern Mariana Islands	Mozambique	Mauritania	Mauritius	Malawi	Malaysia	North America	Namibia	New Caledonia	Niger	Nigeria	Nicaragua	Netherlands	Norway	Nepal	Nauru	New Zealand	OECD members	Oman	Other small states	Pakistan	Panama	Peru	Philippines	Palau	Papua New Guinea	Poland	Pre-demographic dividend	Puerto Rico (US)	"Korea, Dem. People's Rep."	Portugal	Paraguay	West Bank and Gaza	Pacific island small states	Post-demographic dividend	French Polynesia	Qatar	Romania	Russian Federation	Rwanda	South Asia	Saudi Arabia	Sudan	Senegal	Singapore	Solomon Islands	Sierra Leone	El Salvador	San Marino	"Somalia, Fed. Rep."	Serbia	Sub-Saharan Africa (excluding high income)	South Sudan	Sub-Saharan Africa	Small states	Sao Tome and Principe	Suriname	Slovak Republic	Slovenia	Sweden	Eswatini	Sint Maarten (Dutch part)	Seychelles	Syrian Arab Republic	Turks and Caicos Islands	Chad	East Asia & Pacific (IDA & IBRD countries)	Europe & Central Asia (IDA & IBRD countries)	Togo	Thailand	Tajikistan	Turkmenistan	Latin America & the Caribbean (IDA & IBRD countries)	Timor-Leste	"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)"	Tonga	South Asia (IDA & IBRD)	Sub-Saharan Africa (IDA & IBRD countries)	Trinidad and Tobago	Tunisia	Turkiye	Tuvalu	Tanzania	Uganda	Ukraine	Upper middle income	Uruguay	United States	Uzbekistan	St. Vincent and the Grenadines	"Venezuela, RB"	British Virgin Islands	Virgin Islands (U.S.)	Viet Nam	Vanuatu	World	Samoa	Kosovo	"Yemen, Rep."	South Africa	Zambia	Zimbabwe
2006	180	12344228.23	652230	9045780	1246700	27400	470	11235311	71020	2736690	28470	200	440	7682300	82520	82637	25680	30333	112760	273600	130170	108630	740	10010	51200	202904	22810	54	1083300	8358140	430	5270	38117	566730	622980	8965590	1103291	39516.245	198	743532	9388211.4	318000	472710	2267050	341500	1109500	1861	4030	51060	398527.61	106430		240	9240	77250	348720	23180	750	40000	48310	2381740	15986244.49	33318226.81	24459118.09	5907561	27438960.43	248360	995450	2734593.46	121004.031	498980	42390	1128613.2	3993723.16	17958378.23	304110	18270	538950	1396	700	257670	241930	69490	227540	10	245720	10120	28120	28050	128900	340	410450	107160	540	196850	51982449.03	1050	111890	17525808.23	55964	27560	89610	70783381.49	93569804.33	22786422.84	4898337.61	1877519	17888085.23	570	2973190		68890	1628760	437370	100250	21640	295718	10830	88240	364500	2699700	569140	191800	176520	810	260	96880	17820	17895887.61	230800	10230	96320	1759540	610	20045749.61	17858938.23	11115794.03	160	62710	18692853	73465365.13	30360	44525522.49	62680	2574.46	62227	28.6		446300	2.027	32890	581540	300	12649240	1943950	180	62349571.1	25430	1220190	320	653470	10066900	13450	1557459.093	460	786380	1030700	2030	94280	328550	18127564	823290	18280	1266700	910770	120340	33760	365244	143350	20	263310	35510341.41	309500	273988	770880	74340	1280000	298170	460	452860	306320	17810985.03	8870	120410	91470	397300	6020	64200	31350303.01	3471	11610	229980	16377740	24670	3347837	2149690		192530	694	27990	72180	20720	60	627340	87460	20260935.03		21390008.23	736715.61	960	160507.61	48100	20140	407339.7	17200		460	183630	950	1259200	15866314.49	22986195	54390	510890	139960	469930	19918569.61	14870	10060880	720	3347837	21390008.23	5130	155360	769630	30	885800	199810	579360	43656718.1	175020	9161920	435850	390	882050	150	350	312795	12190	127458477.4	2830		527970	1213090	743390	386850
2007	180	12344274.81	652230	9045780	1246700	27400	470	11235331	71020	2736690	28470	200	440	7682300	82520	82629	25680	30333	112760	273600	130170	108610	750	10010	51200	202901	22810	54	1083300	8358140	430	5270	38117	566730	622980	8965590	1103181	39515.02	198	743532	9388210.8	318000	472710	2267050	341500	1109500	1861	4030	51060	398527.61	106440		240	9240	77250	348670	23180	750	40000	48310	2381740	15986056.89	33318448.81	24458972.09	5907454	27438802.21	248360	995450	2734653.46	121032.606	499110	42390	1128631.2	3993673.16	17958454.81	304090	18270	538950	1396	700	257670	241930	69490	227540	10	245720	10120	28120	28050	128900	340	410450	107160	540	196850	51982449.41	1050	111890	17525854.81	55964	27560	89610	70782792.89	93569456.31	22786663.42	4898471.61	1877519	17888191.81	570	2973190		68890	1628760	437370	100250	21640	295718	10830	88240	364500	2699700	569140	191800	176520	810	260	96920	17820	17895897.61	230800	10230	96320	1759540	610	20045759.61	17859034.81	11115832.61	160	62710	18692800	73465119.11	30360	44524986.89	62680	2574.46	62227	29.2		446300	2.027	32890	581540	300	12649260	1943950	180	62349286.5	25230	1220190	320	653520	10066910	13450	1557459.093	460	786380	1030700	2030	94280	328550	18127564	823290	18280	1266700	910770	120340	33760	365244	143350	20	263310	35510440.18	309500	273988	770880	74340	1280000	298170	460	452860	306320	17811013.61	8870	120410	91470	397300	6020	64200	31350360.38	3471	11610	229890	16377740	24670	3347837	2149690		192530	695	27990	72180	20720	60	627340	87460	20260963.61		21390054.81	736715.61	960	160507.61	48100	20140	407339.7	17200		460	183640	950	1259200	15866126.89	22985978	54390	510890	139960	469930	19918569.61	14870	10060890	720	3347837	21390054.81	5130	155360	769630	30	885800	199810	579330	43656486.5	175020	9161920	435984	390	882050	150	350	312558	12190	127458249.7	2830		527970	1213090	743390	386850
2008	180	12344236.79	652230	9045780	1246700	27400	470	11235341	71020	2736690	28470	200	440	7682300	82520	82627	25680	30333	112760	273600	130170	108610	760	10010	51200	202902	22810	54	1083300	8358140	430	5270	38117	566730	622980	8965590	1103162.2	39514.422	198	743532	9388210.8	318000	472710	2267050	341500	1109500	1861	4030	51060	398527.61	106440		240	9240	77240	348630	23180	750	40000	48310	2381740	15986086.89	33318168.91	24459077.09	5907426	27437344.81	248360	995450	2734114.66	121057.494	498800	42390	1128568.3	3993114.36	17958196.79	303900	18270	538950	1396	700	257670	241930	69490	227540	10	245720	10120	28120	28050	128900	340	410450	107160	540	196850	51966605.01	1050	111890	17525816.79	55964	27560	89610	70782141.89	93568540.29	22786398.4	4898454.61	1877519	17887943.79	570	2973190		68890	1628760	437370	100250	21640	295718	10830	88240	364500	2699700	569140	191800	176520	810	260	96990	17820	17895897.61	230800	10230	96320	1759540	610	20045759.61	17858786.79	11115857.49	160	62710	18692807	73465145.99	30360	44524344.89	62675	2574.46	62227	29.2		446300	2.027	32890	581540	300	12649270	1943950	180	62349288.5	25230	1220190	320	653310	10066910	13450	1557465.087	460	786380	1030700	2030	94280	328550	18113064	823290	18280	1266700	910770	120340	33760	365244	143350	20	263310	35495440.78	309500	273988	770880	74340	1280000	298170	460	452860	306300	17811038.49	8870	120410	91470	397300	6020	64200	31335376.98	3471	11610	229900	16376870	24670	3347837	2149690		192530	700	27990	72180	20720	60	627340	87460	20260988.49		21390016.79	736715.61	960	160507.61	48100	20146.2	407339.7	17200		460	183640	950	1259200	15866156.89	22985070	54390	510890	139960	469930	19918569.61	14870	10060890	720	3347837	21390016.79	5130	155360	769630	30	885800	199810	579320	43656481.5	175020	9147420	435967	390	882050	150	350	312792	12190	127442369.3	2830		527970	1213090	743390	386850
2009	180	12344269.19	652230	9045780	1246700	27400	470	11232831	71020	2736690	28470	200	440	7682300	82520	82622	25680	30333	112760	273600	130170	108560	760	10010	51200	202898	22810	54	1083300	8358140	430	5270	38117	566730	622980	8965590	1104161.8	39513.824	198	743532	9388211	318000	472710	2267050	341500	1109500	1861	4030	51060	398527.61	106440		240	9240	77240	348610	23180	750	40000	48310	2381740	15986047.13	33318697.21	24459107.63	5907385	27438232.81	248360	995450	2734034.26	121069.592	498660	42390	1128588.6	3994043.96	17955169.19	303900	18270	538950	1396	700	257670	241930	69490	227540	10	245720	10120	28120	28050	128900	340	410450	107160	540	196850	51967604.31	1050	111890	17525849.19	55964	27560	90530	70779673.13	93566071.94	22786398.8	4898432.61	1877519	17887966.19	570	2973190		68890	1628760	434320	100250	21640	295718	10830	88780	364500	2699700	569140	191800	176520	810	260	97060	17820	17895897.61	230800	10230	96320	1759540	610	20045759.61	17858809.19	11115869.59	160	62710	18693285	73462567.34	30360	44524430.13	62675	2574.46	62227	29.5		446300	2.027	32890	581540	300	12646760	1943950	180	62346697.74	25220	1220190	320	653300	10064400	13450	1557465.134	460	786380	1030700	2030	94280	328550	18113064	823290	18280	1266700	910770	120340	33730	365244	143350	20	263310	35496329.78	309500	273988	770880	74340	1280000	298170	460	452860	306280	17808000.59	8870	120410	91590	397300	6020	64200	31336242.28	3471	11610	230060	16376870	24670	3347837	2149690		192530	700	27990	72180	20720	60	627340	87460	20261000.59		21390049.19	736715.61	960	160507.61	48090	20145.8	407339.7	17200		460	183640	950	1259200	15866117.13	22985119	54390	510890	139960	469930	19918569.61	14870	10058380	720	3347837	21390049.19	5130	155360	769630	30	885800	199810	579320	43653412.74	175020	9147420	435945	390	882050	150	350	312762	12190	127440810.2	2830		527970	1213090	743390	386850
2010	180	12344957.1	652230	9045780	1246700	27400	470	11232823	71020	2736690	28470	200	440	7682300	82520	82656	25680	30333	112760	273600	130170	108560	762	10010	51200	202902	22810	54	1083300	8358140	430	5270	38117	566730	622980	8965590	1104143.2	39513.225	198	743532	9388211	318000	472710	2267050	341500	1109500	1861	4030	51060	398527.61	106440		240	9240	77230	348570	23180	750	40000	48310	2381740	15986366.42	33318578.61	24459569.12	5907330	27439468.61	248360	995450	2735345.66	121065.103	500010	42390	1128571	3995335.36	17955097.1	303900	18270	538950	1396	700	257670	241930	69490	227540	10	245720	10120	28120	28050	128900	340	410450	107160	540	196850	51969039.31	1050	111890	17526537.1	55964	27560	90530	70780020.42	93567004.13	22786983.71	4898379.61	1877519	17888604.1	570	2973190		68890	1628760	434320	100250	21640	295718	10830	88780	364500	2699700	569140	191800	176520	810	260	97200	17820	17895897.61	230800	10230	96320	1759540	610	20045759.61	17859457.1	11116565.1	160	62710	18693724	73463527.13	30360	44524774.42	62675	2574.46	62227	29.7		446300	2.027	32850	581540	300	12646752	1943950	180	62346962.03	25220	1220190	320	653260	10064390	13450	1557292.418	460	786380	1030700	2030	94280	328550	18113064	823290	18280	1266700	910770	120340	33730	365244	143350	20	263310	35497770.59	309500	273988	770880	74340	1280000	298170	460	452860	306280	17808706.1	8870	120410	91590	397300	6020	64200	31337688.29	3471	11610	230050	16376870	24670	3347837	2149690		192530	702	27990	72180	20720	60	627340	87460	20261706.1		21390737.1	736715.61	960	160507.61	48091	20146.2	407339.7	17200		460	183630	950	1259200	15866436.42	22985054	54390	510890	139960	469930	19918569.61	14870	10058370	720	3347837	21390737.1	5130	155360	769630	30	885800	200520	579320	43653238.03	175020	9147420	435892	390	882050	150	350	313294	12190	127443187.4	2830		527970	1213090	743390	386850
2011	180	12345207.09	652230	9045780	1246700	27400	470	11232828	71020	2736690	28470	200	440	7682300	82520	82658	25680	30333	112760	273600	130170	108560	767	10010	51200	202910	22810	54	1083300	8358140	430	5270	38117	566730	622980	8965590	1104209	39512.626	198	743532	9388211	318000	472710	2267050	341500	1109500	1861	4030	51060	398527.61	106863	444	240	9240	77230	348560	23180	750	40000	48310	2381740	15986345.95	33318534.71	24459540.85	5907257	27439300.81	248360	995450	2735181.46	121088.989	499880	42390	1128575.1	3995241.16	17955155.09	303890	18270	538950	1396	700	257670	241930	69490	227540	10	245720	10120	28120	28050	128900	340	410450	107160	540	196850	51969469.71	1050	111890	17526820.09	55964	27560	90530	70780016.95	93567230.65	22787213.7	4898296.61	1877519	17888917.09	570	2973190		68890	1628760	434320	100250	21640	295718	10830	88780	364500	2699700	569140	191800	176520	810	260	97190	17820	17896320.61	230800	10230	96320	1759540	610	20046710.61	17859770.09	11116843.99	160	62710	18693661	73464102.55	30360	44524759.95	62674	2574.46	62227	29.9	50	446300	2.027	32850	581795	300	12646757	1943950	180	62347258.56	25220	1220190	320	653290	10064390	13450	1557251.947	460	786380	1030700	1997	94280	328550	18113064	823290	18280	1266700	910770	120340	33720	365244	143350	20	263310	35497545.79	309500	273955	770880	74340	1280000	298170	460	452860	306230	17808984.99	8870	120410	91590	397300	6020	64200	31337949.69	3471	11610	230170	16376870	24670	3347837	2149690		192530	704	27990	72180	20720	60	627340	87460	20261951.99		21390987.09	736682.61	960	160507.61	48088	20146	407339.7	17200	34	460	183630	950	1259200	15866415.95	22985051	54390	510890	139960	469930	19918569.61	14870	10058370	720	3347837	21390987.09	5130	155360	769630	30	885800	200520	579320	43653597.56	175020	9147420	435809	390	882050	150	350	313284	12190	127444197.4	2830		527970	1213090	743390	386850
2012	180	14845137.22	652230	9045780	1246700	27400	470	13100831	71020	2736690	28470	200	440	7682300	82520	82658	25680	30333	112760	273600	130170	108560	770	10010	51200	202899	22810	54	1083300	8358140	430	5270	38117	566730	622980	8965590	1104048.7	39512.028	198	743532	9388211	318000	472710	2267050	341500	1109500	1861	4030	51060	398527.61	106649	444	240	9240	77230	348540	23180	750	40000	48310	2381740	15986378.95	33318395.71	24459695.85	5907247	27439439.92	248360	995450	2735491.16	121082.12	500210	42390	1128582.1	3995390.86	20454945.22	303890	18270	538950	1396	700	257670	241930	69490	227540	10	245720	10120	28120	28050	128900	340	410450	107160	540	196850	51969743.82	1050	111890	19394820.22	55964	27560	90530	70780028.95	96067023.78	25286994.83	4898287.61	1877519	20388707.22	570	2973190		68890	1628760	434320	100250	21640	295718	10830	88780	364500	2699700	569140	191800	176520	810	260	97310	17820	17896106.61	230800	10230	96320	1759540	610	20046496.61	20359560.22	13616767.12	160	62710	18693685	75963834.68	30360	44524782.95	62674	2574.46	62227	29.9	50	446300	2.027	32860	581795	300	12646760	1943950	180	62347067.56	25220	1220190	320	653150	10064390	13450	1557251.947	460	786380	1030700	1997	94280	328550	18113064	823290	18280	1266700	910770	120340	33720	365244	143350	20	263310	35497964.89	309500	273955	770880	74340	1280000	298170	460	452860	306220	20308908.12	8870	120410	91590	397300	6020	64200	31338155.79	3471	11610	230020	16376870	24670	3347837	2149690	1868000	192530	706	27990	72180	20720	60	627340	87460	22761875.12	631930	23890917.22	736682.61	960	160507.61	48088	20145.7	407339.7	17200	34	460	183630	950	1259200	15866448.95	22984881	54390	510890	139960	469930	19918569.61	14870	10058370	720	3347837	23890917.22	5130	155360	769630	30	885800	200520	579320	43653382.56	175020	9147420	435800	390	882050	150	350	313457	12190	129944210.6	2830		527970	1213090	743390	386850
2013	180	14845099.38	652230	9045780	1246700	27400	470	13100639	71020	2736690	28470	200	440	7682300	82520	82659	25680	30333	112760	273600	130170	108560	770	10010	51200	202908	22810	54	1083300	8358140	430	5270	38117	566730	622980	8965590	1105114	39511.428	198	743532	9388211	318000	472710	2267050	341500	1109500	1861	4030	51060	398527.61	104220	444	240	9240	77220	348880	23180	750	40000	48310	2381740	15985860.38	33318304.71	24459294.68	5907266	27440727.78	248360	995450	2736891.66	121049.278	500210	43470	1128572.1	3996781.36	20454640.38	303890	18270	538950	1396	700	257670	241930	69490	227540	10	245720	10120	28120	28050	128900	340	410450	107160	540	196850	51971130.08	1050	111890	19394782.38	55964	27560	90530	70779418.38	96066294.37	25286875.99	4898276.61	1877519	20388599.38	570	2973190		68890	1628760	434128	100250	21640	295718	10830	88780	364500	2699700	569140	191800	176520	810	260	97426	17820	17893677.61	230800	10230	96320	1759540	610	20044067.61	20359452.38	13616739.28	160	62710	18693154.33	75960686.27	30360	44525435.38	62675	2574.46	62227	30.3	50	446300	2.027	32880	581800	300	12646568	1943950	180	62343946.99	25220	1220190	320	653080	10064198	13450	1557253.053	460	786380	1030700	1997	94280	328550	18113064	823290	18280	1266700	910770	120340	33690	365122.96	143350	20	263310	35499339.75	309500	275035	770880	74340	1280000	298170	460	452860	306210	20308688.28	8870	120410	91605.2	397300	6020	64200	31336042.05	3471	11610	230030	16376870	24670	3347837	2149690	1868000	192530	707	27990	72180	20720	60	627340	87460	22761847.28	631930	23890879.38	737762.61	960	160507.61	48088	20140	407339.7	17200	34	460	183630	950	1259200	15865930.38	22984900	54390	510890	139960	469930	19918569.61	14870	10058178	720	3347837	23890879.38	5130	155360	769630	30	885800	200520	579320	43650792.66	175020	9147420	435789	390	882050	150	350	313007.33	12190	129942438.4	2830		527970	1213090	743390	386850
2014	180	14845052.49	652230	9045780	1246700	27400	470	13100520	71020	2736690	28470	200	440	7682300	82520	82663	25680	30333	112760	273600	130170	108560	771	10010	51200	202973	22810	54	1083300	8358140	430	5270	38117	566730	622980	8965590	1105841	39510.829	198	741682.76	9388211	318000	472710	2267050	341500	1109500	1861	4030	51060	398527.61	104020	444	240	9240	77220	348900	23180	750	40000	48310	2381740	15986223.92	33316877.91	24459664.22	5906131	27440324.62	248360	995450	2736879.06	121036.185	500210	43470	1128538.3	3997528.76	20454563.49	303890	18270	538950	1396	700	257670	241930	69490	227540	10	245720	10120	28120	28050	128900	340	410450	107160	540	196850	51971528.92	1050	111890	19394735.49	55964	27560	91260	70779630.92	96065286.02	25285655.1	4898276.61	1877519	20387378.49	570	2973190		68890	1628760	434128	100250	21640	295718	10830	88780	364500	2699700	569140	191800	176520	810	260	97430	17820	17893477.61	230800	10230	96320	1759540	610	20043647.61	20359405.49	13616726.19	160	62710	18692344	75959701.72	30360	44525704.92	62650	2574.46	62227	30.3	50	446300	2.027	32880	581800	300	12646449	1943950	180	62342975.53	25220	1220190	320	653080	10064198	13450	1557252.921	460	786380	1030700	1997	94280	328550	18113064	823290	18280	1266700	910770	120340	33690	365108	143350	20	263310	35500025.59	309500	275035	770880	74120	1280000	298170	460	452860	306190	20308675.19	8870	120410	91605.6	397300	6020	64200	31336592.89	3471	11490	230080	16376870	24670	3347837	2149690	1868000	192530	709	27990	72180	20720	60	627340	87460	22761834.19	631930	23890832.49	737762.61	960	160507.61	48080	20140	407339.7	17200	34	460	183630	950	1259200	15866293.92	22983795	54390	510890	138786	469930	19918349.61	14870	10058178	720	3347837	23890832.49	5130	155360	769630	30	885800	200520	579290	43650631.53	175020	9147420	435789	390	882050	150	350	313371	12190	129941818.9	2830		527970	1213090	743390	386850
2015	180	14845106.18	652230	9045780	1246700	27400	470	13100528	71020	2736690	28470	200	440	7682300	82520	82663	25680	30333	112760	273600	130170	108560	778	10010	51200	202978	22810	54	1083300	8358140	430	5270	38117	566730	622980	8965590	1105835.6	39510.23	198	741682.76	9388211	318000	472710	2267050	341500	1109500	1861	4030	51060	398527.61	104100	444	240	9240	77210	348860	23180	750	40000	48310	2381741	15986238.4	33321702.01	24459693.8	5910951	27444603.26	248360	995450	2736294.66	121088.775	499661	43470	1128539.4	3996905.3	20454617.18	303910	18270	538950	1396	700	257670	241930	69490	227540	10	245720	10120	28120	28050	128900	340	410450	107160	540	196850	51971009.66	1050	111890	19394789.18	55964	27560	91260	70779651.4	96069358.19	25289706.79	4903087.61	1877519	20386619.18	570	2973190		68890	1628760	434128	100250	21640	295718	10830	88780	364500	2699700	571096.05	191800	176520	810	260	97445	17820	17893557.61	230800	10230	96320	1759540	610	20043727.61	20359459.18	13616778.78	160	61893	18696354	75963852.79	30360	44524904.4	62650	2574.46	62227	30.4	50	446300	2.027	32880	581800	300	12646457	1943950	180	62347074.01	25220	1220190	320	653080	10064199	13450	1557255.4	460	786380	1030700	1997	94280	328550	18113064	823290	18280	1266700	910770	120340	33670	365190.7	143350	20	263310	35499499.23	309500	275035	770880	74120	1280000	298170	460	452860	306190	20308727.78	8870	120410	91605.6	397300	6020	64200	31336149.63	3471	11490	230080	16376870	24670	3347020	2149690	1868000	192530	709	27990	72180	20720	60	627340	87460	22761886.78	631930	23890886.18	737762.61	960	160507.61	48082	20142.6	407310.64	17200	34	460	183630	950	1259200	15866308.4	22988615	54390	510890	138790	469930	19918349.61	14870	10058179	720	3347020	23890886.18	5130	155360	769630	30	885800	200520	579290	43650720.01	175020	9147420	440600	390	882050	150	350	313383	12190	129945451.8	2830		527970	1213090	743390	386850
2016	180	14845113.96	652230	9045780	1246700	27400	470	13100529	71020	2736690	28470	200	440	7692020	82520	82670	25680	30333	112760	273600	130170	108560	779	10010	51200	202988	22810	54	1083300	8358140	430	5270	38144	566730	622980	8965590	1105825	39509.63	198	742286.76	9388210	318000	472710	2267050	341500	1109500	1861	4030	51060	398527.61	104040	444	240	9240	77210	349360	23180	750	40000	48310	2381741	15985941.4	33321440.11	24469160.9	5910959	27444958.09	248360	995450	2736687.06	121077.459	499564	43470	1128558.5	3997297.7	20454324.96	303910	18270	538950	1396	700	257670	241930	69490	227540	10	245720	10120	28120	28050	128900	340	410450	107160	540	196850	51981121.59	1050	111890	19394796.96	55964	27560	91260	70779671.4	96069103.97	25289432.57	4903078.61	1877519	20386353.96	570	2973190		68890	1628760	434128	100250	21640	295718	10830	88780	364500	2699700	573052.1	191800	176520	810	260	97489	17820	17893497.61	230800	10230	96320	1759540	610	20043667.61	20359166.96	13616767.46	160	61893	18696076	75963519.47	30360	44524912.4	62642	2574.46	62227	30.5	50	446300	2.027	32880	581800	300	12646458	1943950	180	62346752.01	25220	1220190	320	652780	10064199	13450	1557255.4	460	786380	1030700	1997	94280	328550	18113064	823290	18280	1266700	910770	120340	33670	365145.73	143350	20	263310	35509610.06	309500	275062	770880	74120	1280000	298170	460	452860	306190	20308716.46	8870	120410	91605.6	397300	6020	64200	31346212.56	3471	11490	230080	16376870	24670	3347047	2149690	1868000	192530	709	27990	72180	20720	60	627340	87460	22761875.46	631930	23890893.96	737789.61	960	160507.61	48080	20142	407310.64	17200	34	460	183630	950	1259200	15866011.4	22988623	54390	510890	138790	469930	19918349.61	14870	10058179	720	3347047	23890893.96	5130	155360	769630	30	885800	200520	579290	43650676.01	175020	9147420	440591	390	882050	150	350	313387	12190	129955249.6	2830		527970	1213090	743390	386850
2017	180	14845102.03	652230	9045780	1246700	27400	470	13100530	71020	2736690	28470	200	440	7692020	82520	82662	25680	30333	112760	273600	130170	108560	780	10010	51200	202988	22810	54	1083300	8358140	430	5270	38144	566730	622980	8965590	1105100.1	39509.63	198	742286.76	9388210	318000	472710	2267050	341500	1109500	1861	4030	51060	398527.61	103800	444	240	9240	77210	349370	23180	750	40000	48310	2381741	15985877.4	33315092.41	24469121.2	5910968	27444222.81	248360	995450	2735965.51	121071.233	499547.35	42750	1128552.8	3996576.15	20454293.03	303920	18270	538950	1396	700	257670	241930	69490	227540	10	245720	10120	28120	28050	128900	340	410450	107160	540	196850	51980402.61	1050	111890	19394785.03	55964	27560	91260	70773439.4	96062777.04	25289337.64	4903075.61	1877519	20386262.03	570	2973190		68890	1622500	434128	100250	21640	295718	10830	88780	364500	2699700	575008.15	191800	176520	810	260	97510	17820	17893257.61	230800	10230	96320	1759540	610	20043427.61	20359125.03	13616761.23	160	61893	18696059	75956958.24	30360	44524210.4	62641	2574.46	62227	30.8	50	446300	2.027	32890	581800	300	12640199	1943950	180	62340197.01	25220	1220190	320	652750	10057939	13450	1557255.4	460	786380	1030700	1997	94280	328550	18113064	823290	18280	1266700	910770	120340	33670	365123	143350	20	263310	35508886.78	309500	274342	770880	74120	1280000	298170	460	452860	306190	20308710.23	8870	120410	91605.6	397300	6020	64150	31345982.58	3471	11490	230080	16376870	24670	3347047	2149690	1868000	192530	712	27990	72180	20720	60	627340	87460	22761869.23	631930	23890882.03	737019.61	960	160507.61	48080	20138.1	407310.64	17200	34	460	183630	950	1259200	15865947.4	22988632	54390	510890	138790	469930	19918349.61	14870	10051919	720	3347047	23890882.03	5130	155360	769630	30	885800	200520	579300	43644138.01	175020	9147420	440588	390	882050	150	350	313403	12190	129947963.7	2780		527970	1213090	743390	386850
2018	180	14845117.11	652230	9045780	1246700	27400	470	13100528	71020	2736690	28470	200	440	7692020	82520	82654	25680	30493	112760	273600	130170	108560	778	10010	51200	202980	22810	54	1083300	8358140	430	5270	38140	566730	622980	8965590	1105067.4	39509.63	198	742286.76	9388210	318000	472710	2267050	341500	1109500	1861	4030	51060	398527.61	103800	444	240	9240	77210	349380	23180	750	40000	48310	2381741	15985853	33315104.01	24469110.9	5911046.3	27445059.54	248360	995450	2736178.939	121077.714	499603.479	42750	1128561.4	3996769.579	20454358.11	303920	18270	538950	1396	700	257670	241930	69490	227540	10	245720	10120	28120	28050	128900	340	410450	107160	540	196850	51981233.14	1050	111890	19394800.11	55964	27560	91260	70773584.3	96062853.02	25289268.72	4903074.61	1877519	20386194.11	570	2973190		68890	1622500	434128	100830	21640	295718	10830	88780	364500	2699700	576964.2	191800	176520	810	260	97520	17820	17893257.61	230800	10230	96320	1759540	610	20043487.61	20359090.11	13616767.71	160	61864	18696001	75956985.62	30360	44524754.3	62630	2574.46	62227	32.9	50	446300	2.027	32885.3	581800	300	12640197	1943950	180	62340217.91	25220	1220190	320	652700	10057939	13450	1557255	460	786380	1030700	1997	94280	328550	18113064	823290	18280	1266700	910770	120340	33670	365108	143350	20	263310	35509655.21	309500	274918	770880	74180	1280000	298170	460	452860	306170	20308716.71	8870	120410	91605.6	397300	6020	64150	31346287.11	3471	11490	230080	16376870	24670	3347014	2149690	1868000	192530	714	27990	72180	20720	60	627340	87460	22761875.71	631930	23890897.11	737595.61	960	160507.61	48080	20136.4	407310.64	17200	34	460	183630	950	1259200	15865923	22988690.3	54390	510890	138790	469930	19918409.61	14870	10051919	720	3347014	23890897.11	5130	155360	769630	30	885800	200520	579400	43644216.91	175020	9147420	440587	390	882050	150	350	313429	12190	129948830.2	2780		527970	1213090	743390	386850
